,年份,地块名,季节,作物名,种植面积
736,2029,E12,2,白灵菇,0.6
737,2029,E13,2,香菇,0.6
738,2029,E14,2,榆黄菇,0.6
739,2029,E15,2,羊肚菌,0.6
740,2029,E16,2,羊肚菌,0.6
741,2029,F1,2,豇豆,0.2
742,2029,F1,2,茄子,0.4
743,2029,F2,2,豇豆,0.2
744,2029,F2,2,黄瓜,0.4
745,2029,F3,2,黄瓜,0.6
746,2029,F4,2,茄子,0.6
747,2030,A1,1,黄豆,42.8
748,2030,A1,1,小麦,30.7
749,2030,A1,1,黍子,6.4
750,2030,A2,1,黄豆,55.0
751,2030,A3,1,绿豆,35.0
752,2030,A4,1,黄豆,24.8
753,2030,A4,1,黑豆,30.2
754,2030,A4,1,莜麦,17.0
755,2030,A5,1,玉米,68.0
756,2030,A6,1,红豆,8.3
757,2030,A6,1,绿豆,17.8
758,2030,A6,1,玉米,12.5
759,2030,A6,1,红薯,16.4
760,2030,B1,1,爬豆,10.8
761,2030,B1,1,高粱,31.0
762,2030,B1,1,黍子,18.2
763,2030,B2,1,谷子,46.0
764,2030,B3,1,小麦,40.0
765,2030,B4,1,谷子,28.0
766,2030,B5,1,小麦,7.8
767,2030,B5,1,莜麦,17.2
768,2030,B6,1,红豆,36.2
769,2030,B6,1,小麦,13.6
770,2030,B6,1,谷子,36.2
771,2030,B7,1,玉米,55.0
772,2030,B8,1,小麦,44.0
773,2030,B9,1,谷子,37.7
774,2030,B9,1,南瓜,12.3
775,2030,B10,1,小麦,25.0
776,2030,B11,1,谷子,40.0
777,2030,B11,1,大麦,20.0
778,2030,B12,1,小麦,45.0
779,2030,B13,1,黄豆,20.7
780,2030,B13,1,荞麦,14.3
781,2030,B14,1,红豆,0.0
782,2030,B14,1,绿豆,20.0
783,2030,C1,1,黄豆,0.0
784,2030,C1,1,爬豆,15.0
785,2030,C2,1,红豆,13.0
786,2030,C3,1,黑豆,15.0
787,2030,C4,1,小麦,18.0
788,2030,C5,1,红豆,1.7
789,2030,C5,1,绿豆,25.3
790,2030,C6,1,黄豆,0.0
791,2030,C6,1,高粱,20.0
792,2030,D1,1,水稻,1.9
793,2030,D1,1,土豆,13.1
794,2030,D2,1,水稻,10.0
795,2030,D3,1,水稻,9.7
796,2030,D3,1,豇豆,0.3
797,2030,D3,1,刀豆,0.3
798,2030,D3,1,芸豆,0.3
799,2030,D3,1,西红柿,0.3
800,2030,D3,1,茄子,0.3
801,2030,D3,1,青椒,0.3
802,2030,D3,1,菜花,0.3
803,2030,D3,1,包菜,0.3
804,2030,D3,1,油麦菜,0.3
805,2030,D3,1,小青菜,0.3
806,2030,D3,1,黄瓜,0.3
807,2030,D3,1,辣椒,0.3
808,2030,D3,1,芹菜,0.3
809,2030,D4,2,大白菜,6.0
810,2030,D5,1,芸豆,1.1
811,2030,D5,2,白萝卜,8.9
812,2030,D6,2,大白菜,5.9
813,2030,D6,2,红萝卜,6.1
814,2030,D7,2,白萝卜,16.1
815,2030,D7,2,红萝卜,5.9
816,2030,D8,1,土豆,1.9
817,2030,D8,2,大白菜,18.1
818,2030,E1,2,榆黄菇,0.6
819,2030,E1,2,香菇,0.0
820,2030,E2,1,豇豆,0.0
821,2030,E2,1,刀豆,0.0
822,2030,E2,1,芸豆,0.0
823,2030,E2,1,西红柿,0.0
824,2030,E2,1,茄子,0.0
825,2030,E2,1,青椒,0.0
826,2030,E2,1,菜花,0.0
827,2030,E2,1,包菜,0.0
828,2030,E2,1,辣椒,0.0
829,2030,E2,2,羊肚菌,0.6
830,2030,E3,2,榆黄菇,0.6
831,2030,E4,2,香菇,0.3
832,2030,E4,2,羊肚菌,0.3
833,2030,E5,1,刀豆,0.0
834,2030,E5,1,西红柿,0.0
835,2030,E5,1,菜花,0.0
836,2030,E5,1,小青菜,0.0
837,2030,E5,2,白灵菇,0.6
838,2030,E6,2,羊肚菌,0.6
839,2030,E7,1,青椒,0.0
840,2030,E7,1,菜花,0.0
841,2030,E7,2,榆黄菇,0.0
842,2030,E7,2,白灵菇,0.6
843,2030,E8,2,香菇,0.3
844,2030,E8,2,羊肚菌,0.3
845,2030,E9,2,羊肚菌,0.6
846,2030,E10,2,白灵菇,0.6
847,2030,E11,2,香菇,0.6
848,2030,E12,2,羊肚菌,0.6
849,2030,E13,2,羊肚菌,0.6
850,2030,E14,2,羊肚菌,0.6
851,2030,E15,2,榆黄菇,0.6
852,2030,E16,2,香菇,0.6
853,2030,F1,2,茄子,0.2
854,2030,F1,2,黄瓜,0.4
855,2030,F2,2,茄子,0.6
856,2030,F3,2,茄子,0.6
857,2030,F4,2,黄瓜,0.6
